ID	length	molecular_weight	instability	hydrophobicity	aliphatic	pI	charge
DAF39799.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	169	19422.40564	21.996449704142	-0.603550295857988	78.4615384615385	9.94564481521245	9.31024642075184
DAF96790.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Podoviridae sp. ctQyH19]	154	17192.72674	23.9149350649351	-0.605194805194805	82.3376623376623	10.1571030147686	7.45983790647978
DAG03331.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Siphoviridae sp. ct6rT12]	169	19507.44694	22.1923076923077	-0.575147928994083	84.1420118343195	9.66713205733452	6.31170139202865
DAG59619.1 MAG TPA: lysozyme family protein [Caudoviricetes sp.]	215	22790.69044	25.8823255813953	-0.351627906976744	73.3953488372093	8.92581006248202	8.08020140960065
DAG81245.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	129	14840.08844	19.0961240310078	-0.386821705426357	71.7829457364341	10.078855936063	6.36599670252028
DAH05721.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	132	15089.21934	44.2575757575758	-0.493939393939394	81.2878787878788	9.811705891804	3.55405995603402
DAI15796.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	166	19277.88604	27.5427710843373	-0.762650602409639	70.9638554216867	9.60533980413119	7.2436182011762
DAI15930.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	169	19394.37284	14.6769230769231	-0.605325443786982	75.5029585798817	10.1157777133351	11.3052160863664
DAI42059.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	153	18130.75394	34.1660130718954	-0.63921568627451	79.6078431372549	9.76894517449492	5.49219583008908
DAI81682.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	133	14837.72624	30.5578947368421	-0.254135338345865	76.9172932330827	7.08929305805111	-0.539771314024733
DAJ23111.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	141	16336.59844	31.8078014184397	-0.829078014184397	71.9148936170213	9.4490018250744	4.58201232510034
DAJ28545.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	154	17207.84354	19.812987012987	-0.546753246753247	84.2207792207792	10.3341293497268	9.39764531269624
DAJ31460.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Bacteriophage sp.]	146	16480.68354	36.7719178082192	-0.702054794520548	74.2465753424657	10.6982224407327	9.21874347642213
DAJ34887.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	122	14269.56134	28.0918032786885	-0.510655737704918	81.4754098360656	10.0083186105518	7.12413405330584
DAJ38116.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	145	16055.23684	32.3855172413793	-0.417241379310345	71.448275862069	9.61015516880997	4.34361691252035
DAJ49443.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	193	21944.08234	21.4238341968912	-0.639896373056995	70.1554404145078	8.20687994693266	1.44581637328127
DAK06636.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	122	14257.44034	20.2303278688525	-0.613934426229508	86.9672131147541	9.47643237920427	3.28016748686885
DAK09478.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	196	22499.75704	33.6219387755102	-0.677551020408163	75.0510204081633	7.59343775457073	0.384998283480478
DAL39595.1 MAG TPA_asm: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	127	14584.42344	37.4795275590551	-0.754330708661417	75.9842519685039	9.85498008362993	4.28066545960893
DAL41489.1 MAG TPA_asm: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	117	13367.23194	14.9367521367521	-0.520512820512821	71.6239316239316	8.50541225657738	1.31111291705505
DAL57705.1 MAG TPA_asm: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	137	16072.50224	33.2401459854015	-0.654744525547445	73.2116788321168	9.64838873060187	6.24670909068946
DAL60223.1 MAG TPA_asm: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	126	14456.57414	22.9198412698413	-0.792063492063492	72.7777777777778	10.0125988046937	7.12588111131446
DAM17049.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	132	14980.29244	42.8689393939394	-0.399242424242424	90.8333333333333	10.3658217323507	4.28609471898829
DAM50153.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Bacteriophage sp.]	193	21971.88264	32.839378238342	-0.771502590673575	69.6891191709845	8.21041455634594	1.44181927945461
DAM65662.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	149	17013.49464	12.655033557047	-0.559731543624161	73.2885906040269	9.84275059566747	7.30370301310162
DAM74334.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	193	21726.75704	28.7062176165803	-0.600518134715026	74.1968911917098	7.21594659323996	-0.459690052595935
DAN01228.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	185	21062.01604	27.5497297297297	-0.612972972972973	87.4054054054054	7.75112404086324	0.500535108260064
DAN41019.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	194	21748.92044	27.2659793814433	-0.571649484536083	77.7835051546392	8.88754280687877	3.52224402316196
DAN45393.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	169	19257.21784	6.13846153846154	-0.502366863905325	84.7337278106509	9.88165417558873	8.30549386935543
DAN54038.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	196	22424.77404	43.994387755102	-0.575	84.4897959183673	8.8677179318039	3.43506505696472
DAN86500.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	122	14256.34334	13.5713114754098	-0.672131147540984	84.5901639344262	10.0783835482472	6.36776851396584
DAO32425.1 MAG TPA: lysozyme family protein [Caudoviricetes sp.]	261	29033.54664	23.9283524904215	-0.508045977011494	80.9578544061303	9.90199835487598	13.6518718469359
DAO38246.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	149	16837.39454	48.155033557047	-0.358389261744966	82.4161073825503	10.2411198108702	5.46784030026641
DAO76284.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	280	30046.44334	33.2725	-0.224285714285714	78.75	9.23203795360895	4.43578464922108
DAO91457.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	137	15189.56874	37.9153284671533	-0.188321167883212	86.1313868613139	9.23416703159754	3.34300084722589
DAQ23702.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	149	17056.51964	16.1912751677852	-0.608724832214765	72.013422818792	9.81419962609526	7.30181568284426
DAQ44514.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	166	19292.03704	18.7072289156627	-0.786746987951807	73.3132530120482	9.65877482963093	8.24204075830538
DAQ92302.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	137	15853.25334	24.3883211678832	-0.537226277372263	79.7080291970803	9.51507675773971	5.15488191385337
DAR28139.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	180	20738.06574	19.4233333333333	-0.510555555555556	80.6111111111111	9.49174978003347	6.43190756348216
DAR52465.1 MAG TPA: lysozyme family protein, partial [Caudoviricetes sp.]	230	24139.31784	9.25434782608696	-0.358695652173913	73.4347826086956	9.70395221075996	9.87694738952312
DAS45204.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	131	14878.06494	33.275572519084	-0.392366412213741	90.7633587786259	8.2114507714117	1.2485564497953
DAS52542.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	186	21334.27564	35.6252688172043	-0.667741935483871	85.3763440860215	8.19968041513447	1.4328806349062
DAS74818.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	122	14127.26814	21.8385245901639	-0.483606557377049	83.9344262295082	9.90551520037244	5.27716475498954
DAT01506.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Bacteriophage sp.]	166	19221.91454	14.2487951807229	-0.791566265060241	67.4698795180723	9.55245304608667	7.15246361728734
DAT30202.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Bacteriophage sp.]	174	20041.05504	23.4172413793103	-0.681034482758621	73.9080459770115	9.4853872812906	6.43294447952122
DAT44045.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	135	15849.21784	30.3992592592593	-0.531851851851852	77.9259259259259	9.4899151892942	5.40465209046375
DAV49004.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	137	15301.56984	52.8051094890511	-0.326277372262774	81.8248175182482	8.74664349175211	2.43258461084443
DAW45272.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	122	14023.28964	16.7950819672131	-0.507377049180328	77.4590163934426	10.2204844619922	8.27743208828439
DAX72194.1 MAG TPA: L alanyl D glutamate peptidase endolysin [Caudoviricetes sp.]	166	19327.02884	21.3722891566265	-0.751204819277108	70.9638554216867	9.31138501954203	5.24525636297351
DBA35063.1 TPA_asm: endolysin [Caudoviricetes sp. vir555]	117	13578.40374	25.1931623931624	-0.584615384615385	71.7094017094017	7.51275503017676	0.129635998660852
DBA59616.1 TPA_asm: endolysin PeiR [Methanobrevibacter gottschalkii virus vir075]	230	25700.03734	23.4447826086957	-0.404347826086957	78.8695652173913	10.2798907364333	22.8624167626049
EDT10298.1 peptidase M15D vanX D-ala-D-ala dipeptidase [Paraburkholderia graminis C4D1M]	188	21132.17684	34.1803191489362	-0.241489361702128	93.9893617021277	6.50834124388132	-4.95248405262034
EDZ96968.1 peptidase M15D vanX D-ala-D-ala dipeptidase [Limnospira maxima CS-328]	232	27105.03344	43.7077586206897	-0.369396551724138	87.3706896551724	8.42587089605488	2.00565243750551
EEA03058.1 peptidase M15D vanX D-ala-D-ala dipeptidase [Burkholderia sp. H160]	188	20986.90514	39.4101063829787	-0.243085106382979	92.4468085106383	6.1742115441317	-7.79811022299133
EFC91365.1 peptidase M15D vanX D-ala-D-ala dipeptidase [Dethiosulfovibrio peptidovorans DSM 11002]	230	26690.13254	46.3104347826087	-0.587391304347826	77.9565217391304	5.21762944141341	-5.79099893724974
EGF47457.1 prophage Lp1 protein 52, endolysin [Lacticaseibacillus rhamnosus MTCC 5462]	410	46081.26654	38.1982926829268	-0.34390243902439	89.3414634146341	6.32127079944015	-1.82643812367138
EGF93095.1 endolysin [Asticcacaulis biprosthecium C19]	157	17864.38884	31.6503184713376	-0.521656050955414	84.3949044585987	8.95731068965588	1.74355633131191
EGF95084.1 endolysin [Brevundimonas diminuta ATCC 11568]	127	14064.08714	35.2212598425197	-0.181889763779528	89.2125984251968	10.3982886537691	3.37350270709962
EGG93488.1 endolysin [gamma proteobacterium IMCC1989]	136	15431.49704	44.8477941176471	-0.372058823529412	85.2941176470588	6.8046628087229	-1.44177166603315
EGI38740.1 endolysin [Escherichia coli TA280]	127	14387.39404	37.6173228346457	-0.547244094488189	76.7716535433071	10.2881000397143	4.1963987478582
EGK73375.1 Endolysin gp23 [Methyloversatilis universalis FAM5]	158	16912.47614	41.1335443037975	0.0487341772151898	104.493670886076	10.4037211152658	4.31108150701926
EGU59070.1 putative endolysin [Vibrio tubiashii ATCC 19109]	138	15804.87534	27.8398550724638	-0.615942028985507	67.1014492753623	10.0584979459349	6.36880543000489
EJK88471.1 endolysin (plasmid) [Klebsiella pneumoniae subsp. pneumoniae DSM 30104 = JCM 1662 = NBRC 14940]	124	14177.24134	25.6483870967742	-0.460483870967742	80.9677419354839	10.184655627818	5.28324844248135
EKE79462.1 endolysin [Idiomarina xiamenensis 10-D-4]	138	15851.95824	27.7942028985507	-0.407971014492754	83.1884057971014	6.10065066372245	-2.68408197737829
ELD90720.1 endolysin [Escherichia coli KTE47]	125	14250.30834	35.0384	-0.4832	79.52	9.13957204944045	2.13535205176059
ETX38691.1 endolysin [Serratia marcescens BIDMC 44]	130	14663.72594	33.7215384615385	-0.374615384615385	80.2307692307692	9.86350721799396	3.37459615079145
EYD70010.1 putative phage endolysin [Fusobacterium necrophorum subsp. funduliforme B35]	122	14302.73844	51.8418032786885	-0.335245901639344	95.0819672131148	10.5104783368225	9.57917328931767
GAU85579.1 endolysin [Bosea sp. BIWAKO-01]	236	25643.10054	47.7389830508475	-0.422033898305085	77.9237288135593	12.0255740580658	18.6724231704032
GCU86985.1 phage endolysin [Escherichia coli]	125	14323.39914	44.0408	-0.5752	74.08	10.5116744677918	7.28486218102341
GDA59929.1 phage endolysin [Escherichia coli]	130	14704.54554	32.3023076923077	-0.586923076923077	71.2307692307692	8.86577846180418	1.36876457887991
GES39445.1 phage endolysin [Rhodococcus aetherivorans]	238	25450.43474	35.0932773109244	-0.427310924369748	72.1428571428571	6.63560314569381	-2.35136996597147
GGB55239.1 endolysin [Roseibium aquae]	222	24237.78864	37.9990990990991	-0.174774774774775	87.972972972973	11.6008379332585	12.3754432766914
KAF0569512.1 Phage endolysin [Psychrobacter nivimaris]	193	21569.16414	28.6341968911917	-0.632124352331606	69.2746113989637	6.60470859019475	-3.23009179296283
KAF0679492.1 putative endolysin [Enterobacter hormaechei]	129	14651.79914	30.0201550387597	-0.416279069767442	85.3488372093023	10.0711506062785	4.55653771817543
KAJ67586.1 prophage Lp1 protein 52, endolysin [Enterococcus faecalis MN16]	481	54752.44064	39.9324324324324	-0.425155925155925	95.8004158004158	6.99176118105575	-0.590243060840982
KDE73925.1 endolysin [Fusobacterium necrophorum BFTR-2]	149	17351.88204	13.9845637583893	-0.683892617449664	69.3959731543624	9.83613173525488	8.24630552480618
KDN14746.1 endolysin [Snodgrassella communis]	143	16322.92384	30.8013986013986	-0.470629370629371	78.3916083916084	10.0320998533141	9.08916382801516
KFC07445.1 endolysin [Trabulsiella guamensis ATCC 49490]	129	14529.50984	28.4759689922481	-0.428682170542636	73.4108527131783	7.7255732619542	0.400742910245566
KFC96463.1 phage endolysin [Leminorella grimontii ATCC 33999 = DSM 5078]	129	14580.45274	45.6658914728682	-0.530232558139535	71.8604651162791	9.9177611532962	4.37112019960901
KFH18442.1 endolysin [Brucella abortus LMN1]	154	17600.90524	40.8233766233766	-0.547402597402597	79.0909090909091	9.18899387354394	2.41044903639309
KIN35909.1 hypothetical protein B4071_4413 [Bacillus subtilis]	223	24253.08564	13.4677130044843	-0.290582959641256	84.8878923766816	10.5301486558524	18.114910214173
KJV42338.1 endolysin [Brevundimonas sp. KM4]	151	16743.35594	26.0370860927152	-0.178807947019868	87.2185430463576	10.2190906375858	6.49030349476235
KKC24445.1 endolysin [Sphingomonas sp. SRS2]	160	17842.39684	33.94	-0.57	70.1875	9.45534592824534	3.31561842411836
KLV77455.1 endolysin [Citrobacter sp. BIDMC107]	134	14892.01674	35.2179104477612	-0.258208955223881	81.6417910447761	9.95097221420815	5.36631560983577
KMZ52332.1 putative prophage Lp1 protein 52, endolysin [Dorea sp. D27]	458	50581.21604	34.717903930131	-0.34061135371179	100.480349344978	4.75378642344973	-19.1694837744513
KPG23864.1 endolysin [Mycobacteroides immunogenum]	217	24489.69764	40.1834101382489	-0.463133640552995	74.2396313364055	5.35731838420331	-2.92819744785744
KQM92241.1 endolysin [Sphingomonas sp. Leaf22]	161	17883.33834	30.4689440993789	-0.498757763975155	77.0807453416149	9.09823610039854	3.25131408505434
KRK29288.1 prophage lp1 protein 52, endolysin [Lacticaseibacillus rhamnosus DSM 20021 = JCM 1136 = NBRC 3425]	475	52209.23184	24.7138947368421	-0.301473684210526	90.6736842105263	4.9523587089521	-7.83664622725941
KRL49984.1 prophage lp1 protein 52, endolysin [Lacticaseibacillus manihotivorans DSM 13343 = JCM 12514]	414	44520.34664	22.7830917874396	-0.289613526570048	80.7004830917874	5.4779618331498	-5.83437976525385
KWW24061.1 MAG: putative phage endolysin [bacterium F082]	120	13920.94614	36.9166666666667	-0.5625	80.3333333333333	5.32037299491315	-2.98134212750364
KWW24422.1 MAG: putative endolysin [bacterium F082]	120	14154.18714	32.165	-0.645	75.5	8.06753486208395	1.10397131475297
KXA12733.1 putative peptidoglycan L-alanyl-D-glutamate endopeptidase CwlK [Fusobacterium equinum]	154	17687.16134	8.79285714285714	-0.627922077922078	65.1948051948052	10.0441124126697	9.39327684281941
KYL03360.1 endolysin [Fusobacterium necrophorum subsp. funduliforme]	154	17771.22144	12.0649350649351	-0.65974025974026	65.9090909090909	9.51340656539686	5.30865288019298
KYL05361.1 endolysin [Fusobacterium necrophorum subsp. funduliforme]	157	18298.99754	15.912101910828	-0.631210191082803	76.9426751592357	9.61296945939037	7.23947995512733
KYM44114.1 endolysin [Fusobacterium necrophorum subsp. funduliforme]	154	17747.17054	14.4058441558442	-0.693506493506494	64.5454545454545	9.81377589509069	7.30668794432618
KYM51381.1 endolysin [Fusobacterium necrophorum subsp. funduliforme]	150	17452.95924	10.2493333333333	-0.72	67.6	9.86463813762897	9.24017229644214
KYM56245.1 endolysin [Fusobacterium necrophorum subsp. funduliforme]	152	17535.88344	20.1230263157895	-0.7	68.6842105263158	9.50336998987063	6.24611616130081
KYM64553.1 endolysin [Fusobacterium necrophorum subsp. funduliforme]	159	18283.81814	26.1301886792453	-0.706918238993711	71.6981132075472	9.65111440376352	6.39247229399304
KYQ72066.1 endolysin [Acinetobacter pragensis]	162	18267.89884	26.8975308641975	-0.37037037037037	83.5802469135802	9.02742969474713	3.06556563514306
OAT17090.1 endolysin [Buttiauxella gaviniae ATCC 51604]	127	14509.51244	43.7527559055118	-0.511811023622047	80.6299212598425	8.76217343841627	2.52348252369927
OAT22126.1 phage endolysin [Proteus myxofaciens ATCC 19692]	130	14875.21074	43.1576923076923	-0.327692307692308	97.4615384615385	7.61730445809702	0.226791405419003
OAT23279.1 phage endolysin [Buttiauxella gaviniae ATCC 51604]	129	14608.50584	39.715503875969	-0.46046511627907	79.3023255813954	7.23607937819056	-0.41206117114029
OAT32551.1 phage endolysin [Proteus myxofaciens ATCC 19692]	127	14461.40034	36.9244094488189	-0.326771653543307	87.4015748031496	7.92703380124698	0.552206433140895
OAT44929.1 phage endolysin [Proteus hauseri ATCC 700826]	129	14654.68984	31.9271317829457	-0.28062015503876	91.3178294573643	7.72472180751764	0.400616213379514
OAT45374.1 endolysin [Proteus hauseri ATCC 700826]	130	14934.03104	37.9538461538462	-0.606923076923077	72	9.94667502566013	4.49278089272372
OAT46993.1 endolysin [Providencia heimbachae ATCC 35613]	130	14814.84934	33.82	-0.617692307692308	69	10.247233504886	5.40375582077175
OFP43896.1 endolysin [Streptococcus sp. HMSC067H01]	450	51031.87564	31.8784444444444	-0.435555555555556	94.0222222222222	5.61007527211768	-5.49865191750026
OGR26157.1 MAG: endolysin [Desulfobacterales bacterium RIFOXYA12_FULL_46_15]	155	17555.95454	40.4154838709677	-0.376774193548387	91.741935483871	6.68888624695322	-1.52967346960919
OHU29617.1 endolysin [Mycobacteroides chelonae]	214	24252.33324	31.8565420560748	-0.558411214953271	65.7476635514019	5.3560460550565	-2.92812727864416
OOX82214.1 endolysin [Snodgrassella alvi]	144	16298.81474	29.0097222222222	-0.374305555555556	82.5694444444444	9.90341089379734	8.93187480601703
ORF01471.1 endolysin [Snodgrassella alvi]	146	16538.07804	29.4452054794521	-0.683561643835616	74.1095890410959	10.2233050801928	11.001475261408
OZE04321.1 endolysin [Rhodococcus sp. 05-2255-3B1]	180	20382.78434	35.5738888888889	-0.501111111111111	71.1111111111111	5.28355737474358	-4.74479932566384
OZE88025.1 endolysin [Rhodococcus sp. 15-649-1-2]	245	27534.99754	39.8963265306122	-0.663265306122449	70.5714285714286	7.14611109233099	-0.555698285335184
PCK22793.1 endolysin [Rhodococcus qingshengii]	223	24845.19974	25.7367713004484	-0.406726457399103	74.0358744394619	8.22088841191719	1.25885024631837
PEH74645.1 endolysin [Nocardia sp. FDAARGOS_372]	185	21079.90954	51.7291891891892	-0.315675675675676	78.5405405405405	5.27767118914396	-4.80557209986444
PFG82302.1 endolysin Metallo peptidase MEROPS family M15C [Bacillus sp. YF23]	281	31376.78614	20.967615658363	-0.623131672597865	66.1565836298932	9.2525243205718	5.11677175995072
PGH20633.1 endolysin [Fusobacterium polymorphum]	166	19317.10514	26.7150602409639	-0.730120481927711	70.9638554216867	9.67220584734103	8.15127193964504
PHI06540.1 endolysin [Fusobacterium polymorphum]	152	17829.64854	28.0631578947368	-0.619078947368421	74.3421052631579	9.95254287575943	8.39768536928334
PID67042.1 MAG: endolysin [Fusobacteriales bacterium]	145	17061.62824	20.5662068965517	-0.567586206896552	72.551724137931	9.68124878548393	5.40044662304247
PIT12167.1 endolysin [Snodgrassella alvi]	148	16654.35414	38.7175675675676	-0.377702702702703	77.7027027027027	10.0708744183707	8.99881342877262
PIT16660.1 endolysin [Snodgrassella alvi]	146	16609.34674	32.5143835616438	-0.302739726027397	88.2191780821918	10.0685929935779	9.1788845525822
PIT17528.1 endolysin [Snodgrassella alvi]	151	16868.49964	24.4006622516556	-0.594701986754967	73.6423841059603	10.3125270500002	11.0630068044786
PIT38045.1 endolysin [Snodgrassella alvi]	143	16243.59644	43.7699300699301	-0.556643356643357	76.3636363636364	10.0172559288719	7.99909728457038
PIT42811.1 endolysin [Snodgrassella alvi]	146	16645.37474	33.6876712328767	-0.341095890410959	84.7260273972603	10.0500659258439	9.08901237771216
PIT59948.1 endolysin [Snodgrassella alvi]	145	16414.17834	33.7041379310345	-0.202068965517241	86	9.99538297012521	9.08639015204828
PIT61136.1 endolysin [Snodgrassella alvi]	143	16468.00374	42.3916083916084	-0.525874125874126	75.6643356643357	9.94117169025516	9.0264439186025
PNK61792.1 endolysin [Psychrobacter sp. FDAARGOS_221]	175	19655.30634	27.8862857142857	-0.627428571428571	69.7142857142857	9.24296325092664	2.55906479942483
PZT94678.1 MAG: endolysin [Brevundimonas sp.]	159	17524.88294	29.4490566037736	-0.442767295597484	67.6100628930818	8.23494282737327	1.25257748326326
QAU05500.1 endolysin [Klebsiella phage K1-ULIP33]	117	12979.85114	37.8854700854701	-0.401709401709402	66.6666666666667	9.74729721400425	7.20747641998844
QDB70604.1 putative endolysin [Pseudomonas phage RSP]	163	17903.27504	25.1294478527607	-0.319631901840491	82.5766871165644	9.59620873122685	3.19185914548859
QDF20220.1 endolysin [Corynebacterium phage Bran]	446	48654.91474	40.3264573991031	-0.44372197309417	69.5515695067265	7.96408502710719	1.99684159051015
QDH93094.1 endolysin [Microbacterium phage Margaery]	314	32275.55304	31.9394904458599	0.0554140127388535	90.7324840764331	5.60962881331371	-5.49712154160519
QDH93282.1 endolysin [Microbacterium phage Cressida]	269	28446.79064	23.6226765799257	-0.302230483271375	70.3345724907063	8.78602252528533	1.6457267140754
QDH94100.1 endolysin [Corynebacterium phage Adelaide]	486	53116.98344	44.0633744855967	-0.493415637860082	67.8189300411523	9.07042292340382	8.87165673975217
QDK01319.1 endolysin [Microbacterium phage WaterT]	252	27672.12444	46.5333333333333	-0.48452380952381	64.6031746031746	7.75831382709326	0.504629522065415
QFR57638.1 endolysin [Serratia phage Slocum]	137	15403.57404	41.9080291970803	-0.467153284671533	79.8540145985401	9.74649789936331	3.37048114082453
QGH45158.1 endolysin [Bacteriophage Eos]	137	15415.35924	27.9715328467153	-0.491240875912409	81.1678832116788	8.89265458706273	1.19060641873811
QGJ91606.1 endolysin [Microbacterium phage HarperAnne]	231	24198.05524	26.3744588744589	-0.334199134199134	64.2857142857143	8.97031407406796	2.58814184398576
QGZ17357.1 endolysin [Arthrobacter phage Powerpuff]	330	34755.37034	34.4987878787879	-0.0981818181818182	87	7.23134223679693	-0.412346932411242
QHB36642.1 endolysin [Arthrobacter phage Adolin]	489	51653.04604	39.6026584867076	-0.257259713701432	75.8486707566462	4.82484338413034	-16.2429275274747
QHR68746.1 putative endolysin [Escherichia phage flopper]	132	15049.41084	44.6356060606061	-0.268939393939394	81.969696969697	9.15414877134804	2.22478105377588
QIG58533.1 endolysin [Arthrobacter phage DrSierra]	486	51104.51204	40.1045267489712	-0.168518518518519	79.5061728395062	4.87668050496682	-16.149710289562
QJI52465.1 endolysin [Psychrobacillus phage Perkons]	274	29429.87454	15.3167883211679	-0.15	94.6350364963504	10.1707267815377	12.5758287668691
QKW95597.1 endolysin [Stenotrophomonas phage vB_SmaS-AXL_3]	149	16331.53074	23.1798657718121	-0.464429530201342	73.4228187919463	10.1894866639774	7.06306874275782
QNK20150.1 L-alanyl-D-glutamate peptidase, endolysin [Listeria monocytogenes]	280	30671.71714	19.4807142857143	-0.585714285714286	62.8214285714286	10.305055622039	20.2028909437499
QNO12685.1 endolysin [Arthrobacter phage Tweety19]	500	52710.79314	32.8196	0.0148	91.2	6.79975601458316	-3.79408725302042
QOC56130.1 endolysin [Microbacterium phage Zhengyi]	322	35586.72434	16.1909937888199	-0.520496894409938	70.2795031055901	9.55141495599169	8.45478141905937
QOC56330.1 endolysin, protease M23 domain [Arthrobacter phage Paella]	231	24695.33834	57.7930735930736	-0.388311688311688	73.0735930735931	4.19695501169857	-16.7825087394517
QOP64225.1 endolysin [Arthrobacter phage Yavru]	242	26193.36644	32.6190082644628	-0.377272727272727	67.8512396694215	7.1825378980936	-0.439068016863775
QOP65116.1 endolysin [Arthrobacter phage Adumb2043]	326	34673.12044	39.5030674846626	-0.140184049079755	88.8957055214724	6.03878659672798	-6.2218363273845
QPB10032.1 endolysin [Serratia phage vB_SmaS-Smarc2]	115	12999.04394	38.7530434782609	-0.458260869565217	77.2173913043478	9.26963248791911	3.34105283204038
QPB10127.1 endolysin [Serratia phage vB_SmaS-Smarc4]	126	14618.78864	31.6896825396825	-0.561904761904762	78.0952380952381	9.34470446972179	2.37202434597327
QQM14864.1 putative endolysin protein [Stenotrophomonas phage BUCT555]	142	15451.94644	29.7492957746479	-0.169014084507042	91.3380281690141	10.0776498390571	6.24680143959711
QQM18193.1 endolysin endopeptidase [Stenotrophomonas phage Salva]	140	15302.80804	40.3342857142857	-0.141428571428571	94.7142857142857	10.8846829014091	8.21896664729175
QQO39326.1 endolysin [Microbacterium phage PineapplePluto]	286	31165.99834	26.2527972027972	-0.563286713286713	74.3356643356643	10.1271320357935	10.5839534104855
QUL77199.1 putative endolysin [Escherichia phage UPEC06]	127	14467.68654	26.1181102362205	-0.407086614173228	82.8346456692913	9.62848586348407	3.46175205732085
QWY79656.1 endolysin [Arthrobacter phage Persistence]	326	35035.34844	29.4236196319018	-0.278220858895706	75.1226993865031	7.07638493634207	-1.20661308232489
QWY81934.1 endolysin [Arthrobacter phage Sicarius2]	293	31614.26654	37.1621160409556	-0.385324232081911	73.9931740614334	4.9888337640404	-7.71034020879857
QWY82731.1 endolysin [Microbacterium phage StagePhright]	315	34263.59814	16.7793650793651	-0.38	71.3333333333333	9.69915214663829	9.45190869534636
QWY84226.1 endolysin [Arthrobacter phage Zaheer]	314	33996.05724	37.4471337579618	-0.354140127388535	67.0382165605096	6.23502314181963	-5.28668376702286
QXO10325.1 putative endolysin [Proteus phage vB_PmiM_ZX7]	132	14883.21784	54.4121212121212	-0.225757575757576	100.454545454545	7.91072694291447	0.470911077232033
QYC52350.1 L alanyl D glutamate peptidase endolysin [Fusobacterium phage FNU_1P]	169	19395.25694	11.3059171597633	-0.605917159763314	79.5266272189349	9.87184645710212	8.30918806257609
QYC54942.1 endolysin [Arthrobacter phage Popper]	314	34164.39034	25.8872611464968	-0.294585987261146	74.7770700636943	6.60616375950169	-3.229516952171
